date,province,producer,generation_type,megawatt_hours
2021-08,Nova Scotia,electric utilities,wind power turbine,55630.0
2021-08,Nova Scotia,industries,combustible fuels,315.0
2021-08,Nova Scotia,industries,hydraulic turbine,0.0
2021-08,Nova Scotia,industries,other types of electricity generation,0.0
2021-08,Nova Scotia,industries,solar,0.0
2021-08,Nova Scotia,industries,tidal power turbine,0.0
2021-08,Nova Scotia,industries,wind power turbine,1701.0
2021-08,Nunavut,electric utilities,combustible fuels,14653.0
2021-08,Nunavut,electric utilities,hydraulic turbine,0.0
2021-08,Nunavut,electric utilities,solar,0.0
2021-08,Nunavut,electric utilities,wind power turbine,0.0
2021-08,Nunavut,industries,combustible fuels,0.0
2021-08,Nunavut,industries,hydraulic turbine,0.0
2021-08,Nunavut,industries,solar,0.0
2021-08,Nunavut,industries,wind power turbine,0.0
2021-08,Ontario,electric utilities,combustible fuels,2198500.0
2021-08,Ontario,electric utilities,hydraulic turbine,2718610.0
2021-08,Ontario,electric utilities,nuclear steam turbine,7589203.0
2021-08,Ontario,electric utilities,other types of electricity generation,0.0
2021-08,Ontario,electric utilities,solar,231701.0
2021-08,Ontario,electric utilities,wind power turbine,585146.0
2021-08,Ontario,industries,combustible fuels,393994.0
2021-08,Ontario,industries,hydraulic turbine,32985.0
2021-08,Ontario,industries,other types of electricity generation,0.0
2021-08,Ontario,industries,solar,37942.0
2021-08,Ontario,industries,wind power turbine,6647.0
2021-08,Prince Edward Island,electric utilities,combustible fuels,29.0
2021-08,Prince Edward Island,electric utilities,hydraulic turbine,0.0
2021-08,Prince Edward Island,electric utilities,other types of electricity generation,0.0
2021-08,Prince Edward Island,electric utilities,solar,70.0
2021-08,Prince Edward Island,electric utilities,tidal power turbine,0.0
2021-08,Prince Edward Island,electric utilities,wind power turbine,28760.0
2021-08,Prince Edward Island,industries,combustible fuels,293.0
2021-08,Prince Edward Island,industries,other types of electricity generation,0.0
2021-08,Prince Edward Island,industries,solar,0.0
2021-08,Prince Edward Island,industries,tidal power turbine,0.0
2021-08,Prince Edward Island,industries,wind power turbine,0.0
2021-08,Quebec,electric utilities,combustible fuels,88953.0
2021-08,Quebec,electric utilities,hydraulic turbine,14883465.0
2021-08,Quebec,electric utilities,nuclear steam turbine,0.0
2021-08,Quebec,electric utilities,other types of electricity generation,0.0
2021-08,Quebec,electric utilities,solar,1172.0
2021-08,Quebec,electric utilities,wind power turbine,597251.0
2021-08,Quebec,industries,combustible fuels,87746.0
2021-08,Quebec,industries,hydraulic turbine,1431953.0
2021-08,Quebec,industries,other types of electricity generation,0.0
2021-08,Quebec,industries,solar,0.0
2021-08,Quebec,industries,wind power turbine,22145.0
2021-08,Saskatchewan,electric utilities,combustible fuels,1705889.0
2021-08,Saskatchewan,electric utilities,hydraulic turbine,211051.0
2021-08,Saskatchewan,electric utilities,other types of electricity generation,8889.0
2021-08,Saskatchewan,electric utilities,solar,188.0
2021-08,Saskatchewan,electric utilities,wind power turbine,52349.0
2021-08,Saskatchewan,industries,combustible fuels,29289.0
2021-08,Saskatchewan,industries,hydraulic turbine,0.0
2021-08,Saskatchewan,industries,other types of electricity generation,0.0
2021-08,Saskatchewan,industries,solar,0.0
2021-08,Saskatchewan,industries,wind power turbine,63.0
2021-08,Yukon,electric utilities,combustible fuels,1703.0
2021-08,Yukon,electric utilities,hydraulic turbine,36872.0
2021-08,Yukon,electric utilities,other types of electricity generation,0.0
2021-08,Yukon,electric utilities,solar,0.0
2021-08,Yukon,electric utilities,wind power turbine,0.0
2021-08,Yukon,industries,combustible fuels,0.0
2021-08,Yukon,industries,solar,0.0
2021-08,Yukon,industries,wind power turbine,0.0
2021-09,Alberta,electric utilities,combustible fuels,3918613.0
2021-09,Alberta,electric utilities,hydraulic turbine,237726.0
2021-09,Alberta,electric utilities,other types of electricity generation,5669.0
2021-09,Alberta,electric utilities,solar,34168.0
2021-09,Alberta,electric utilities,wind power turbine,598570.0
2021-09,Alberta,industries,combustible fuels,1417089.0
2021-09,Alberta,industries,hydraulic turbine,0.0
2021-09,Alberta,industries,other types of electricity generation,0.0
2021-09,Alberta,industries,solar,1792.0
2021-09,Alberta,industries,wind power turbine,228.0
2021-09,British Columbia,electric utilities,combustible fuels,265257.0
2021-09,British Columbia,electric utilities,hydraulic turbine,3989795.0
2021-09,British Columbia,electric utilities,other types of electricity generation,0.0
2021-09,British Columbia,electric utilities,solar,174.0
2021-09,British Columbia,electric utilities,tidal power turbine,0.0
2021-09,British Columbia,electric utilities,wind power turbine,140413.0
2021-09,British Columbia,industries,combustible fuels,311554.0
2021-09,British Columbia,industries,hydraulic turbine,464279.0
2021-09,British Columbia,industries,other types of electricity generation,0.0
2021-09,British Columbia,industries,solar,212.0
2021-09,British Columbia,industries,tidal power turbine,0.0
2021-09,British Columbia,industries,wind power turbine,4152.0
2021-09,Manitoba,electric utilities,combustible fuels,956.0
2021-09,Manitoba,electric utilities,hydraulic turbine,1688118.0
2021-09,Manitoba,electric utilities,other types of electricity generation,0.0
2021-09,Manitoba,electric utilities,solar,0.0
2021-09,Manitoba,electric utilities,wind power turbine,83384.0
2021-09,Manitoba,industries,combustible fuels,6464.0
2021-09,Manitoba,industries,hydraulic turbine,0.0
2021-09,Manitoba,industries,other types of electricity generation,0.0
2021-09,Manitoba,industries,solar,232.0
2021-09,Manitoba,industries,wind power turbine,0.0
2021-09,New Brunswick,electric utilities,combustible fuels,289769.0
2021-09,New Brunswick,electric utilities,hydraulic turbine,169251.0
2021-09,New Brunswick,electric utilities,nuclear steam turbine,464152.0
2021-09,New Brunswick,electric utilities,other types of electricity generation,0.0
2021-09,New Brunswick,electric utilities,solar,0.0
2021-09,New Brunswick,electric utilities,tidal power turbine,0.0
2021-09,New Brunswick,electric utilities,wind power turbine,63375.0
2021-09,New Brunswick,industries,combustible fuels,48156.0
2021-09,New Brunswick,industries,hydraulic turbine,0.0
2021-09,New Brunswick,industries,other types of electricity generation,0.0
2021-09,New Brunswick,industries,solar,0.0
2021-09,New Brunswick,industries,tidal power turbine,0.0
2021-09,New Brunswick,industries,wind power turbine,0.0
2021-09,Newfoundland and Labrador,electric utilities,combustible fuels,47765.0
2021-09,Newfoundland and Labrador,electric utilities,hydraulic turbine,2453784.0
2021-09,Newfoundland and Labrador,electric utilities,other types of electricity generation,0.0
2021-09,Newfoundland and Labrador,electric utilities,solar,0.0
2021-09,Newfoundland and Labrador,electric utilities,tidal power turbine,0.0
2021-09,Newfoundland and Labrador,electric utilities,wind power turbine,10582.0
2021-09,Newfoundland and Labrador,industries,combustible fuels,12808.0
2021-09,Newfoundland and Labrador,industries,hydraulic turbine,64019.0
2021-09,Newfoundland and Labrador,industries,other types of electricity generation,0.0
2021-09,Newfoundland and Labrador,industries,solar,0.0
2021-09,Newfoundland and Labrador,industries,tidal power turbine,0.0
2021-09,Newfoundland and Labrador,industries,wind power turbine,0.0
2021-09,Northwest Territories,electric utilities,combustible fuels,5322.0
2021-09,Northwest Territories,electric utilities,hydraulic turbine,17648.0
2021-09,Northwest Territories,electric utilities,solar,21.0
2021-09,Northwest Territories,electric utilities,wind power turbine,0.0
2021-09,Northwest Territories,industries,combustible fuels,28350.0
2021-09,Northwest Territories,industries,hydraulic turbine,0.0
2021-09,Northwest Territories,industries,solar,0.0
2021-09,Northwest Territories,industries,wind power turbine,1013.0
2021-09,Nova Scotia,electric utilities,combustible fuels,480212.0
2021-09,Nova Scotia,electric utilities,hydraulic turbine,29449.0
2021-09,Nova Scotia,electric utilities,other types of electricity generation,0.0
2021-09,Nova Scotia,electric utilities,solar,0.0
2021-09,Nova Scotia,electric utilities,tidal power turbine,0.0
2021-09,Nova Scotia,electric utilities,wind power turbine,83144.0
2021-09,Nova Scotia,industries,combustible fuels,24.0
2021-09,Nova Scotia,industries,hydraulic turbine,0.0
2021-09,Nova Scotia,industries,other types of electricity generation,0.0
2021-09,Nova Scotia,industries,solar,0.0
2021-09,Nova Scotia,industries,tidal power turbine,0.0
2021-09,Nova Scotia,industries,wind power turbine,2234.0
2021-09,Nunavut,electric utilities,combustible fuels,14813.0
2021-09,Nunavut,electric utilities,hydraulic turbine,0.0
2021-09,Nunavut,electric utilities,solar,0.0
2021-09,Nunavut,electric utilities,wind power turbine,0.0
2021-09,Nunavut,industries,combustible fuels,0.0
2021-09,Nunavut,industries,hydraulic turbine,0.0
2021-09,Nunavut,industries,solar,0.0
2021-09,Nunavut,industries,wind power turbine,0.0
2021-09,Ontario,electric utilities,combustible fuels,559471.0
2021-09,Ontario,electric utilities,hydraulic turbine,2396402.0
2021-09,Ontario,electric utilities,nuclear steam turbine,7164342.0
2021-09,Ontario,electric utilities,other types of electricity generation,59.0
2021-09,Ontario,electric utilities,solar,235225.0
2021-09,Ontario,electric utilities,wind power turbine,914671.0
2021-09,Ontario,industries,combustible fuels,271489.0
2021-09,Ontario,industries,hydraulic turbine,26562.0
2021-09,Ontario,industries,other types of electricity generation,95.0
2021-09,Ontario,industries,solar,31974.0
2021-09,Ontario,industries,wind power turbine,10002.0
2021-09,Prince Edward Island,electric utilities,combustible fuels,70.0
2021-09,Prince Edward Island,electric utilities,hydraulic turbine,0.0
2021-09,Prince Edward Island,electric utilities,other types of electricity generation,0.0
2021-09,Prince Edward Island,electric utilities,solar,49.0
2021-09,Prince Edward Island,electric utilities,tidal power turbine,0.0
2021-09,Prince Edward Island,electric utilities,wind power turbine,39578.0
2021-09,Prince Edward Island,industries,combustible fuels,124.0
2021-09,Prince Edward Island,industries,other types of electricity generation,0.0
2021-09,Prince Edward Island,industries,solar,0.0
2021-09,Prince Edward Island,industries,tidal power turbine,0.0
2021-09,Prince Edward Island,industries,wind power turbine,0.0
2021-09,Quebec,electric utilities,combustible fuels,80613.0
2021-09,Quebec,electric utilities,hydraulic turbine,12076004.0
2021-09,Quebec,electric utilities,nuclear steam turbine,0.0
2021-09,Quebec,electric utilities,other types of electricity generation,0.0
2021-09,Quebec,electric utilities,solar,187.0
2021-09,Quebec,electric utilities,wind power turbine,820715.0
2021-09,Quebec,industries,combustible fuels,104139.0
2021-09,Quebec,industries,hydraulic turbine,1741305.0
2021-09,Quebec,industries,other types of electricity generation,0.0
2021-09,Quebec,industries,solar,0.0
2021-09,Quebec,industries,wind power turbine,29554.0
2021-09,Saskatchewan,electric utilities,combustible fuels,1506781.0
2021-09,Saskatchewan,electric utilities,hydraulic turbine,219192.0
2021-09,Saskatchewan,electric utilities,other types of electricity generation,8398.0
2021-09,Saskatchewan,electric utilities,solar,0.0
2021-09,Saskatchewan,electric utilities,wind power turbine,65168.0
2021-09,Saskatchewan,industries,combustible fuels,18981.0
2021-09,Saskatchewan,industries,hydraulic turbine,0.0
2021-09,Saskatchewan,industries,other types of electricity generation,0.0
2021-09,Saskatchewan,industries,solar,138.0
2021-09,Saskatchewan,industries,wind power turbine,143.0
2021-09,Yukon,electric utilities,combustible fuels,1632.0
2021-09,Yukon,electric utilities,hydraulic turbine,35100.0
2021-09,Yukon,electric utilities,other types of electricity generation,0.0
2021-09,Yukon,electric utilities,solar,56.0
2021-09,Yukon,electric utilities,wind power turbine,0.0
2021-09,Yukon,industries,combustible fuels,0.0
2021-09,Yukon,industries,solar,0.0
2021-09,Yukon,industries,wind power turbine,0.0
2021-10,Alberta,electric utilities,combustible fuels,4358223.0
2021-10,Alberta,electric utilities,hydraulic turbine,143318.0
2021-10,Alberta,electric utilities,other types of electricity generation,6897.0
2021-10,Alberta,electric utilities,solar,30487.0
2021-10,Alberta,electric utilities,wind power turbine,712423.0
2021-10,Alberta,industries,combustible fuels,1360104.0
2021-10,Alberta,industries,hydraulic turbine,0.0
2021-10,Alberta,industries,other types of electricity generation,0.0
2021-10,Alberta,industries,solar,1537.0
2021-10,Alberta,industries,wind power turbine,480.0
2021-10,British Columbia,electric utilities,combustible fuels,140574.0
2021-10,British Columbia,electric utilities,hydraulic turbine,4288576.0
2021-10,British Columbia,electric utilities,other types of electricity generation,0.0
2021-10,British Columbia,electric utilities,solar,159.0
2021-10,British Columbia,electric utilities,tidal power turbine,0.0
2021-10,British Columbia,electric utilities,wind power turbine,142881.0
2021-10,British Columbia,industries,combustible fuels,372158.0
2021-10,British Columbia,industries,hydraulic turbine,511921.0
2021-10,British Columbia,industries,other types of electricity generation,0.0
2021-10,British Columbia,industries,solar,156.0
2021-10,British Columbia,industries,tidal power turbine,0.0
2021-10,British Columbia,industries,wind power turbine,4807.0
2021-10,Manitoba,electric utilities,combustible fuels,1172.0
2021-10,Manitoba,electric utilities,hydraulic turbine,1692645.0
2021-10,Manitoba,electric utilities,other types of electricity generation,0.0
2021-10,Manitoba,electric utilities,solar,0.0
2021-10,Manitoba,electric utilities,wind power turbine,97546.0
2021-10,Manitoba,industries,combustible fuels,8843.0
2021-10,Manitoba,industries,hydraulic turbine,0.0
2021-10,Manitoba,industries,other types of electricity generation,0.0
2021-10,Manitoba,industries,solar,10.0
2021-10,Manitoba,industries,wind power turbine,0.0
2021-10,New Brunswick,electric utilities,combustible fuels,361489.0
2021-10,New Brunswick,electric utilities,hydraulic turbine,188286.0
2021-10,New Brunswick,electric utilities,nuclear steam turbine,477623.0
2021-10,New Brunswick,electric utilities,other types of electricity generation,0.0
2021-10,New Brunswick,electric utilities,solar,0.0
2021-10,New Brunswick,electric utilities,tidal power turbine,0.0
2021-10,New Brunswick,electric utilities,wind power turbine,32556.0
2021-10,New Brunswick,industries,combustible fuels,41587.0
2021-10,New Brunswick,industries,hydraulic turbine,0.0
2021-10,New Brunswick,industries,other types of electricity generation,0.0
2021-10,New Brunswick,industries,solar,0.0
2021-10,New Brunswick,industries,tidal power turbine,0.0
2021-10,New Brunswick,industries,wind power turbine,0.0
2021-10,Newfoundland and Labrador,electric utilities,combustible fuels,87649.0
2021-10,Newfoundland and Labrador,electric utilities,hydraulic turbine,2692508.0
2021-10,Newfoundland and Labrador,electric utilities,other types of electricity generation,0.0
2021-10,Newfoundland and Labrador,electric utilities,solar,0.0
2021-10,Newfoundland and Labrador,electric utilities,tidal power turbine,0.0
2021-10,Newfoundland and Labrador,electric utilities,wind power turbine,7123.0
2021-10,Newfoundland and Labrador,industries,combustible fuels,32551.0
2021-10,Newfoundland and Labrador,industries,hydraulic turbine,67462.0
2021-10,Newfoundland and Labrador,industries,other types of electricity generation,0.0
2021-10,Newfoundland and Labrador,industries,solar,0.0
2021-10,Newfoundland and Labrador,industries,tidal power turbine,0.0
2021-10,Newfoundland and Labrador,industries,wind power turbine,0.0
2021-10,Northwest Territories,electric utilities,combustible fuels,5748.0
2021-10,Northwest Territories,electric utilities,hydraulic turbine,19313.0
2021-10,Northwest Territories,electric utilities,solar,3.0
2021-10,Northwest Territories,electric utilities,wind power turbine,0.0
2021-10,Northwest Territories,industries,combustible fuels,30762.0
2021-10,Northwest Territories,industries,hydraulic turbine,0.0
2021-10,Northwest Territories,industries,solar,0.0
2021-10,Northwest Territories,industries,wind power turbine,1707.0
2021-10,Nova Scotia,electric utilities,combustible fuels,604495.0
2021-10,Nova Scotia,electric utilities,hydraulic turbine,27620.0
2021-10,Nova Scotia,electric utilities,other types of electricity generation,0.0
2021-10,Nova Scotia,electric utilities,solar,0.0
2021-10,Nova Scotia,electric utilities,tidal power turbine,0.0
2021-10,Nova Scotia,electric utilities,wind power turbine,79150.0
2021-10,Nova Scotia,industries,combustible fuels,498.0
2021-10,Nova Scotia,industries,hydraulic turbine,0.0
2021-10,Nova Scotia,industries,other types of electricity generation,0.0
2021-10,Nova Scotia,industries,solar,0.0
2021-10,Nova Scotia,industries,tidal power turbine,0.0
2021-10,Nova Scotia,industries,wind power turbine,1479.0
2021-10,Nunavut,electric utilities,combustible fuels,15862.0
2021-10,Nunavut,electric utilities,hydraulic turbine,0.0
2021-10,Nunavut,electric utilities,solar,0.0
2021-10,Nunavut,electric utilities,wind power turbine,0.0
2021-10,Nunavut,industries,combustible fuels,0.0
2021-10,Nunavut,industries,hydraulic turbine,0.0
2021-10,Nunavut,industries,solar,0.0
2021-10,Nunavut,industries,wind power turbine,0.0
2021-10,Ontario,electric utilities,combustible fuels,982708.0
2021-10,Ontario,electric utilities,hydraulic turbine,2901645.0
2021-10,Ontario,electric utilities,nuclear steam turbine,6511295.0
2021-10,Ontario,electric utilities,other types of electricity generation,40.0
2021-10,Ontario,electric utilities,solar,142315.0
2021-10,Ontario,electric utilities,wind power turbine,983977.0
2021-10,Ontario,industries,combustible fuels,237937.0
2021-10,Ontario,industries,hydraulic turbine,30743.0
2021-10,Ontario,industries,other types of electricity generation,0.0
2021-10,Ontario,industries,solar,20425.0
2021-10,Ontario,industries,wind power turbine,7572.0
2021-10,Prince Edward Island,electric utilities,combustible fuels,513.0
2021-10,Prince Edward Island,electric utilities,hydraulic turbine,0.0
2021-10,Prince Edward Island,electric utilities,other types of electricity generation,0.0
2021-10,Prince Edward Island,electric utilities,solar,37.0
2021-10,Prince Edward Island,electric utilities,tidal power turbine,0.0
2021-10,Prince Edward Island,electric utilities,wind power turbine,35586.0
2021-10,Prince Edward Island,industries,combustible fuels,382.0
2021-10,Prince Edward Island,industries,other types of electricity generation,0.0
2021-10,Prince Edward Island,industries,solar,0.0
2021-10,Prince Edward Island,industries,tidal power turbine,0.0
2021-10,Prince Edward Island,industries,wind power turbine,0.0
2021-10,Quebec,electric utilities,combustible fuels,72916.0
2021-10,Quebec,electric utilities,hydraulic turbine,13525400.0
2021-10,Quebec,electric utilities,nuclear steam turbine,0.0
2021-10,Quebec,electric utilities,other types of electricity generation,0.0
2021-10,Quebec,electric utilities,solar,106.0
2021-10,Quebec,electric utilities,wind power turbine,721016.0
2021-10,Quebec,industries,combustible fuels,99583.0
2021-10,Quebec,industries,hydraulic turbine,1298460.0
2021-10,Quebec,industries,other types of electricity generation,0.0
2021-10,Quebec,industries,solar,0.0
2021-10,Quebec,industries,wind power turbine,21553.0
2021-10,Saskatchewan,electric utilities,combustible fuels,1652334.0
2021-10,Saskatchewan,electric utilities,hydraulic turbine,184792.0
2021-10,Saskatchewan,electric utilities,other types of electricity generation,8267.0
2021-10,Saskatchewan,electric utilities,solar,1569.0
2021-10,Saskatchewan,electric utilities,wind power turbine,74763.0
2021-10,Saskatchewan,industries,combustible fuels,29085.0
2021-10,Saskatchewan,industries,hydraulic turbine,0.0
2021-10,Saskatchewan,industries,other types of electricity generation,0.0
2021-10,Saskatchewan,industries,solar,96.0
2021-10,Saskatchewan,industries,wind power turbine,268.0
2021-10,Yukon,electric utilities,combustible fuels,2767.0
2021-10,Yukon,electric utilities,hydraulic turbine,43833.0
2021-10,Yukon,electric utilities,other types of electricity generation,0.0
2021-10,Yukon,electric utilities,solar,34.0
2021-10,Yukon,electric utilities,wind power turbine,0.0
2021-10,Yukon,industries,combustible fuels,0.0
2021-10,Yukon,industries,solar,0.0
2021-10,Yukon,industries,wind power turbine,0.0
2021-11,Alberta,electric utilities,combustible fuels,4392787.0
2021-11,Alberta,electric utilities,hydraulic turbine,135387.0
2021-11,Alberta,electric utilities,other types of electricity generation,6983.0
2021-11,Alberta,electric utilities,solar,15990.0
2021-11,Alberta,electric utilities,wind power turbine,948009.0
2021-11,Alberta,industries,combustible fuels,1308339.0
2021-11,Alberta,industries,hydraulic turbine,0.0
2021-11,Alberta,industries,other types of electricity generation,0.0
2021-11,Alberta,industries,solar,939.0
2021-11,Alberta,industries,wind power turbine,406.0
2021-11,British Columbia,electric utilities,combustible fuels,124904.0
2021-11,British Columbia,electric utilities,hydraulic turbine,4584388.0
2021-11,British Columbia,electric utilities,other types of electricity generation,0.0
2021-11,British Columbia,electric utilities,solar,81.0
2021-11,British Columbia,electric utilities,tidal power turbine,0.0
2021-11,British Columbia,electric utilities,wind power turbine,167177.0
2021-11,British Columbia,industries,combustible fuels,306312.0
2021-11,British Columbia,industries,hydraulic turbine,476125.0
2021-11,British Columbia,industries,other types of electricity generation,0.0
2021-11,British Columbia,industries,solar,97.0
2021-11,British Columbia,industries,tidal power turbine,0.0
2021-11,British Columbia,industries,wind power turbine,6499.0
2021-11,Manitoba,electric utilities,combustible fuels,1141.0
2021-11,Manitoba,electric utilities,hydraulic turbine,1711063.0
2021-11,Manitoba,electric utilities,other types of electricity generation,0.0
2021-11,Manitoba,electric utilities,solar,0.0
2021-11,Manitoba,electric utilities,wind power turbine,98571.0
2021-11,Manitoba,industries,combustible fuels,8140.0
2021-11,Manitoba,industries,hydraulic turbine,0.0
2021-11,Manitoba,industries,other types of electricity generation,0.0
2021-11,Manitoba,industries,solar,2.0
2021-11,Manitoba,industries,wind power turbine,0.0
2021-11,New Brunswick,electric utilities,combustible fuels,401788.0
2021-11,New Brunswick,electric utilities,hydraulic turbine,260120.0
2021-11,New Brunswick,electric utilities,nuclear steam turbine,150505.0
2021-11,New Brunswick,electric utilities,other types of electricity generation,0.0
2021-11,New Brunswick,electric utilities,solar,0.0
2021-11,New Brunswick,electric utilities,tidal power turbine,0.0
2021-11,New Brunswick,electric utilities,wind power turbine,47966.0
2021-11,New Brunswick,industries,combustible fuels,47179.0
2021-11,New Brunswick,industries,hydraulic turbine,0.0
2021-11,New Brunswick,industries,other types of electricity generation,0.0
2021-11,New Brunswick,industries,solar,0.0
2021-11,New Brunswick,industries,tidal power turbine,0.0
2021-11,New Brunswick,industries,wind power turbine,0.0
2021-11,Newfoundland and Labrador,electric utilities,combustible fuels,142609.0
2021-11,Newfoundland and Labrador,electric utilities,hydraulic turbine,3737881.0
2021-11,Newfoundland and Labrador,electric utilities,other types of electricity generation,0.0
2021-11,Newfoundland and Labrador,electric utilities,solar,0.0
2021-11,Newfoundland and Labrador,electric utilities,tidal power turbine,0.0
2021-11,Newfoundland and Labrador,electric utilities,wind power turbine,9047.0
2021-11,Newfoundland and Labrador,industries,combustible fuels,35743.0
2021-11,Newfoundland and Labrador,industries,hydraulic turbine,62806.0
2021-11,Newfoundland and Labrador,industries,other types of electricity generation,0.0
2021-11,Newfoundland and Labrador,industries,solar,0.0
2021-11,Newfoundland and Labrador,industries,tidal power turbine,0.0
2021-11,Newfoundland and Labrador,industries,wind power turbine,0.0
2021-11,Northwest Territories,electric utilities,combustible fuels,7097.0
2021-11,Northwest Territories,electric utilities,hydraulic turbine,23628.0
2021-11,Northwest Territories,electric utilities,solar,0.0
2021-11,Northwest Territories,electric utilities,wind power turbine,0.0
2021-11,Northwest Territories,industries,combustible fuels,16730.0
2021-11,Northwest Territories,industries,hydraulic turbine,0.0
2021-11,Northwest Territories,industries,solar,0.0
2021-11,Northwest Territories,industries,wind power turbine,1250.0
2021-11,Nova Scotia,electric utilities,combustible fuels,597728.0
2021-11,Nova Scotia,electric utilities,hydraulic turbine,52023.0
2021-11,Nova Scotia,electric utilities,other types of electricity generation,0.0
2021-11,Nova Scotia,electric utilities,solar,0.0
2021-11,Nova Scotia,electric utilities,tidal power turbine,0.0
2021-11,Nova Scotia,electric utilities,wind power turbine,103466.0
2021-11,Nova Scotia,industries,combustible fuels,413.0
2021-11,Nova Scotia,industries,hydraulic turbine,0.0
2021-11,Nova Scotia,industries,other types of electricity generation,0.0
2021-11,Nova Scotia,industries,solar,0.0
2021-11,Nova Scotia,industries,tidal power turbine,0.0
2021-11,Nova Scotia,industries,wind power turbine,2325.0
2021-11,Nunavut,electric utilities,combustible fuels,16988.0
2021-11,Nunavut,electric utilities,hydraulic turbine,0.0
2021-11,Nunavut,electric utilities,solar,0.0
2021-11,Nunavut,electric utilities,wind power turbine,0.0
2021-11,Nunavut,industries,combustible fuels,0.0
2021-11,Nunavut,industries,hydraulic turbine,0.0
2021-11,Nunavut,industries,solar,0.0
2021-11,Nunavut,industries,wind power turbine,0.0
2021-11,Ontario,electric utilities,combustible fuels,1278277.0
2021-11,Ontario,electric utilities,hydraulic turbine,2791302.0
2021-11,Ontario,electric utilities,nuclear steam turbine,6285970.0
2021-11,Ontario,electric utilities,other types of electricity generation,13.0
2021-11,Ontario,electric utilities,solar,125694.0
2021-11,Ontario,electric utilities,wind power turbine,1322685.0
2021-11,Ontario,industries,combustible fuels,302275.0
2021-11,Ontario,industries,hydraulic turbine,28802.0
2021-11,Ontario,industries,other types of electricity generation,0.0
2021-11,Ontario,industries,solar,15281.0
2021-11,Ontario,industries,wind power turbine,9488.0
2021-11,Prince Edward Island,electric utilities,combustible fuels,833.0
2021-11,Prince Edward Island,electric utilities,hydraulic turbine,0.0
2021-11,Prince Edward Island,electric utilities,other types of electricity generation,0.0
2021-11,Prince Edward Island,electric utilities,solar,24.0
2021-11,Prince Edward Island,electric utilities,tidal power turbine,0.0
2021-11,Prince Edward Island,electric utilities,wind power turbine,64770.0
2021-11,Prince Edward Island,industries,combustible fuels,502.0
2021-11,Prince Edward Island,industries,other types of electricity generation,0.0
2021-11,Prince Edward Island,industries,solar,0.0
2021-11,Prince Edward Island,industries,tidal power turbine,0.0
2021-11,Prince Edward Island,industries,wind power turbine,0.0
2021-11,Quebec,electric utilities,combustible fuels,87823.0
2021-11,Quebec,electric utilities,hydraulic turbine,14781552.0
2021-11,Quebec,electric utilities,nuclear steam turbine,0.0
2021-11,Quebec,electric utilities,other types of electricity generation,0.0
2021-11,Quebec,electric utilities,solar,309.0
2021-11,Quebec,electric utilities,wind power turbine,1012550.0
2021-11,Quebec,industries,combustible fuels,64496.0
2021-11,Quebec,industries,hydraulic turbine,1327850.0
2021-11,Quebec,industries,other types of electricity generation,0.0
2021-11,Quebec,industries,solar,0.0
2021-11,Quebec,industries,wind power turbine,36078.0
2021-11,Saskatchewan,electric utilities,combustible fuels,1766029.0
2021-11,Saskatchewan,electric utilities,hydraulic turbine,201120.0
2021-11,Saskatchewan,electric utilities,other types of electricity generation,9732.0
2021-11,Saskatchewan,electric utilities,solar,1153.0
2021-11,Saskatchewan,electric utilities,wind power turbine,90631.0
2021-11,Saskatchewan,industries,combustible fuels,28860.0
2021-11,Saskatchewan,industries,hydraulic turbine,0.0
2021-11,Saskatchewan,industries,other types of electricity generation,0.0
2021-11,Saskatchewan,industries,solar,90.0
2021-11,Saskatchewan,industries,wind power turbine,277.0
2021-11,Yukon,electric utilities,combustible fuels,11855.0
2021-11,Yukon,electric utilities,hydraulic turbine,48106.0
2021-11,Yukon,electric utilities,other types of electricity generation,0.0
2021-11,Yukon,electric utilities,solar,10.0
2021-11,Yukon,electric utilities,wind power turbine,0.0
2021-11,Yukon,industries,combustible fuels,0.0
2021-11,Yukon,industries,solar,0.0
2021-11,Yukon,industries,wind power turbine,0.0
2021-12,Alberta,electric utilities,combustible fuels,4857641.0
2021-12,Alberta,electric utilities,hydraulic turbine,143720.0
2021-12,Alberta,electric utilities,other types of electricity generation,7396.0
2021-12,Alberta,electric utilities,solar,9237.0
2021-12,Alberta,electric utilities,wind power turbine,618162.0
2021-12,Alberta,industries,combustible fuels,1473317.0
2021-12,Alberta,industries,hydraulic turbine,0.0
2021-12,Alberta,industries,other types of electricity generation,0.0
2021-12,Alberta,industries,solar,563.0
2021-12,Alberta,industries,wind power turbine,347.0
2021-12,British Columbia,electric utilities,combustible fuels,157958.0
2021-12,British Columbia,electric utilities,hydraulic turbine,6325479.0
2021-12,British Columbia,electric utilities,other types of electricity generation,0.0
2021-12,British Columbia,electric utilities,solar,108.0
2021-12,British Columbia,electric utilities,tidal power turbine,0.0
2021-12,British Columbia,electric utilities,wind power turbine,155709.0
2021-12,British Columbia,industries,combustible fuels,286706.0
2021-12,British Columbia,industries,hydraulic turbine,557524.0
2021-12,British Columbia,industries,other types of electricity generation,0.0
2021-12,British Columbia,industries,solar,26.0
2021-12,British Columbia,industries,tidal power turbine,0.0
2021-12,British Columbia,industries,wind power turbine,4531.0
2021-12,Manitoba,electric utilities,combustible fuels,1606.0
2021-12,Manitoba,electric utilities,hydraulic turbine,2150868.0
2021-12,Manitoba,electric utilities,other types of electricity generation,0.0
