"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012/2013","British Columbia","2016A000259","Net emigration","Persons","249","units","0","v1566834753","11.13","12623","","","","0"
"2012/2013","British Columbia","2016A000259","Emigrants","Persons","249","units","0","v29768566","11.9","12873","","","","0"
"2012/2013","British Columbia","2016A000259","Returning emigrants","Persons","249","units","0","v29768567","11.10","5486","","","","0"
"2012/2013","British Columbia","2016A000259","Net temporary emigration","Persons","249","units","0","v29768568","11.11","5236","","","","0"
"2012/2013","British Columbia","2016A000259","Net non-permanent residents","Persons","249","units","0","v29768569","11.12","10734","","","","0"
"2012/2013","British Columbia","2016A000259","Non-permanent residents, inflows","Persons","249","units","0","v1566834723","11.14","","..","","","0"
"2012/2013","British Columbia","2016A000259","Non-permanent residents, outflows","Persons","249","units","0","v1566834738","11.15","","..","","","0"
"2012/2013","British Columbia","2016A000259","Net interprovincial migration","Persons","249","units","0","v391130","11.5","-1868","","","","0"
"2012/2013","British Columbia","2016A000259","Residual deviation","Persons","249","units","0","v53437082","11.8","20818","","","","0"
"2012/2013","Yukon","2016A000260","Births","Persons","249","units","0","v391072","12.1","404","","","","0"
"2012/2013","Yukon","2016A000260","Deaths","Persons","249","units","0","v391087","12.2","210","","","","0"
"2012/2013","Yukon","2016A000260","Immigrants","Persons","249","units","0","v391102","12.3","212","","","","0"
"2012/2013","Yukon","2016A000260","Net emigration","Persons","249","units","0","v1566834754","12.13","72","","","","0"
"2012/2013","Yukon","2016A000260","Emigrants","Persons","249","units","0","v29768570","12.9","47","","","","0"
"2012/2013","Yukon","2016A000260","Returning emigrants","Persons","249","units","0","v29768571","12.10","3","","","","0"
"2012/2013","Yukon","2016A000260","Net temporary emigration","Persons","249","units","0","v29768572","12.11","28","","","","0"
"2012/2013","Yukon","2016A000260","Net non-permanent residents","Persons","249","units","0","v29768573","12.12","-16","","","","0"
"2012/2013","Yukon","2016A000260","Non-permanent residents, inflows","Persons","249","units","0","v1566834724","12.14","","..","","","0"
"2012/2013","Yukon","2016A000260","Non-permanent residents, outflows","Persons","249","units","0","v1566834739","12.15","","..","","","0"
"2012/2013","Yukon","2016A000260","Net interprovincial migration","Persons","249","units","0","v391131","12.5","-94","","","","0"
"2012/2013","Yukon","2016A000260","Residual deviation","Persons","249","units","0","v53437083","12.8","79","","","","0"
"2012/2013","Northwest Territories","2016A000261","Births","Persons","249","units","0","v391074","14.1","665","","","","0"
"2012/2013","Northwest Territories","2016A000261","Deaths","Persons","249","units","0","v391089","14.2","213","","","","0"
"2012/2013","Northwest Territories","2016A000261","Immigrants","Persons","249","units","0","v391104","14.3","152","","","","0"
"2012/2013","Northwest Territories","2016A000261","Net emigration","Persons","249","units","0","v1566834756","14.13","46","","","","0"
"2012/2013","Northwest Territories","2016A000261","Emigrants","Persons","249","units","0","v29768578","14.9","30","","","","0"
"2012/2013","Northwest Territories","2016A000261","Returning emigrants","Persons","249","units","0","v29768579","14.10","15","","","","0"
"2012/2013","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","31","","","","0"
"2012/2013","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","65","","","","0"
"2012/2013","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-482","","","","0"
"2012/2013","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","9","","","","0"
"2012/2013","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","883","","","","0"
"2012/2013","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","181","","","","0"
"2012/2013","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","12","","","","0"
"2012/2013","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","27","","","","0"
"2012/2013","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","0","","","","0"
"2012/2013","Nunavut","2016A000262","Returning emigrants","Persons","249","units","0","v29768583","15.10","0","","","","0"
"2012/2013","Nunavut","2016A000262","Net temporary emigration","Persons","249","units","0","v29768584","15.11","27","","","","0"
"2012/2013","Nunavut","2016A000262","Net non-permanent residents","Persons","249","units","0","v29768585","15.12","15","","","","0"
"2012/2013","Nunavut","2016A000262","Non-permanent residents, inflows","Persons","249","units","0","v1566834727","15.14","","..","","","0"
"2012/2013","Nunavut","2016A000262","Non-permanent residents, outflows","Persons","249","units","0","v1566834742","15.15","","..","","","0"
"2012/2013","Nunavut","2016A000262","Net interprovincial migration","Persons","249","units","0","v391134","15.5","5","","","","0"
"2012/2013","Nunavut","2016A000262","Residual deviation","Persons","249","units","0","v53437086","15.8","-35","","","","0"
"2013/2014","Canada","2016A000011124","Births","Persons","249","units","0","v391069","1.1","382877","","","","0"
"2013/2014","Canada","2016A000011124","Deaths","Persons","249","units","0","v391084","1.2","253122","","","","0"
"2013/2014","Canada","2016A000011124","Immigrants","Persons","249","units","0","v391099","1.3","267936","","","","0"
"2013/2014","Canada","2016A000011124","Net emigration","Persons","249","units","0","v1566834743","1.13","53501","","","","0"
"2013/2014","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29768526","1.9","63722","","","","0"
"2013/2014","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","36889","","","","0"
"2013/2014","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","26668","","","","0"
"2013/2014","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","32867","","","","0"
"2013/2014","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2013/2014","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2013/2014","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2013/2014","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-23983","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Births","Persons","249","units","0","v391070","2.1","4601","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Deaths","Persons","249","units","0","v391085","2.2","4821","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Immigrants","Persons","249","units","0","v391100","2.3","1025","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Net emigration","Persons","249","units","0","v1566834744","2.13","226","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Emigrants","Persons","249","units","0","v29768530","2.9","227","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Returning emigrants","Persons","249","units","0","v29768531","2.10","141","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Net temporary emigration","Persons","249","units","0","v29768532","2.11","140","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","416","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","234","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-219","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1398","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1269","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","1400","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","42","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","90","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","89","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","41","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","188","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Non-permanent residents, outflows","Persons","249","units","0","v1566834730","3.15","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Net interprovincial migration","Persons","249","units","0","v391135","3.5","-941","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Residual deviation","Persons","249","units","0","v53437074","3.8","-581","","","","0"
"2013/2014","Nova Scotia","2016A000212","Births","Persons","249","units","0","v391077","4.1","8384","","","","0"
"2013/2014","Nova Scotia","2016A000212","Deaths","Persons","249","units","0","v391092","4.2","8626","","","","0"
"2013/2014","Nova Scotia","2016A000212","Immigrants","Persons","249","units","0","v391107","4.3","2779","","","","0"
"2013/2014","Nova Scotia","2016A000212","Net emigration","Persons","249","units","0","v1566834746","4.13","643","","","","0"
"2013/2014","Nova Scotia","2016A000212","Emigrants","Persons","249","units","0","v29768538","4.9","1029","","","","0"
"2013/2014","Nova Scotia","2016A000212","Returning emigrants","Persons","249","units","0","v29768539","4.10","637","","","","0"
"2013/2014","Nova Scotia","2016A000212","Net temporary emigration","Persons","249","units","0","v29768540","4.11","251","","","","0"
"2013/2014","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","115","","","","0"
"2013/2014","Nova Scotia","2016A000212","Non-permanent residents, inflows","Persons","249","units","0","v1566834716","4.14","","..","","","0"
"2013/2014","Nova Scotia","2016A000212","Non-permanent residents, outflows","Persons","249","units","0","v1566834731","4.15","","..","","","0"
"2013/2014","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2571","","","","0"
"2013/2014","Nova Scotia","2016A000212","Residual deviation","Persons","249","units","0","v53437075","4.8","-1478","","","","0"
"2013/2014","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7045","","","","0"
"2013/2014","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6634","","","","0"
"2013/2014","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","2300","","","","0"
"2013/2014","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","316","","","","0"
"2013/2014","New Brunswick","2016A000213","Emigrants","Persons","249","units","0","v29768542","5.9","406","","","","0"
"2013/2014","New Brunswick","2016A000213","Returning emigrants","Persons","249","units","0","v29768543","5.10","293","","","","0"
"2013/2014","New Brunswick","2016A000213","Net temporary emigration","Persons","249","units","0","v29768544","5.11","203","","","","0"
"2013/2014","New Brunswick","2016A000213","Net non-permanent residents","Persons","249","units","0","v29768545","5.12","321","","","","0"
"2013/2014","New Brunswick","2016A000213","Non-permanent residents, inflows","Persons","249","units","0","v1566834717","5.14","","..","","","0"
"2013/2014","New Brunswick","2016A000213","Non-permanent residents, outflows","Persons","249","units","0","v1566834732","5.15","","..","","","0"
"2013/2014","New Brunswick","2016A000213","Net interprovincial migration","Persons","249","units","0","v391137","5.5","-3517","","","","0"
"2013/2014","New Brunswick","2016A000213","Residual deviation","Persons","249","units","0","v53437076","5.8","1197","","","","0"
"2013/2014","Quebec","2016A000224","Births","Persons","249","units","0","v391079","6.1","88590","","","","0"
"2013/2014","Quebec","2016A000224","Deaths","Persons","249","units","0","v391094","6.2","61204","","","","0"
"2013/2014","Quebec","2016A000224","Immigrants","Persons","249","units","0","v391109","6.3","51641","","","","0"
"2013/2014","Quebec","2016A000224","Net emigration","Persons","249","units","0","v1566834748","6.13","9003","","","","0"
"2013/2014","Quebec","2016A000224","Emigrants","Persons","249","units","0","v29768546","6.9","9649","","","","0"
"2013/2014","Quebec","2016A000224","Returning emigrants","Persons","249","units","0","v29768547","6.10","5135","","","","0"
"2013/2014","Quebec","2016A000224","Net temporary emigration","Persons","249","units","0","v29768548","6.11","4489","","","","0"
"2013/2014","Quebec","2016A000224","Net non-permanent residents","Persons","249","units","0","v29768549","6.12","785","","","","0"
"2013/2014","Quebec","2016A000224","Non-permanent residents, inflows","Persons","249","units","0","v1566834718","6.14","","..","","","0"
"2013/2014","Quebec","2016A000224","Non-permanent residents, outflows","Persons","249","units","0","v1566834733","6.15","","..","","","0"
"2013/2014","Quebec","2016A000224","Net interprovincial migration","Persons","249","units","0","v391138","6.5","-14312","","","","0"
"2013/2014","Quebec","2016A000224","Residual deviation","Persons","249","units","0","v53437077","6.8","-17787","","","","0"
"2013/2014","Ontario","2016A000235","Births","Persons","249","units","0","v391080","7.1","140712","","","","0"
"2013/2014","Ontario","2016A000235","Deaths","Persons","249","units","0","v391095","7.2","94340","","","","0"
"2013/2014","Ontario","2016A000235","Immigrants","Persons","249","units","0","v391110","7.3","101929","","","","0"
"2013/2014","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834749","7.13","24917","","","","0"
"2013/2014","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29768550","7.9","29203","","","","0"
"2013/2014","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29768551","7.10","17453","","","","0"
"2013/2014","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29768552","7.11","13167","","","","0"
"2013/2014","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","10692","","","","0"
"2013/2014","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834719","7.14","","..","","","0"
"2013/2014","Ontario","2016A000235","Non-permanent residents, outflows","Persons","249","units","0","v1566834734","7.15","","..","","","0"
"2013/2014","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-14564","","","","0"
"2013/2014","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-13651","","","","0"
"2013/2014","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16337","","","","0"
"2013/2014","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10302","","","","0"
"2013/2014","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","15462","","","","0"
"2013/2014","Manitoba","2016A000246","Net emigration","Persons","249","units","0","v1566834750","8.13","586","","","","0"
"2013/2014","Manitoba","2016A000246","Emigrants","Persons","249","units","0","v29768554","8.9","1553","","","","0"
"2013/2014","Manitoba","2016A000246","Returning emigrants","Persons","249","units","0","v29768555","8.10","1316","","","","0"
"2013/2014","Manitoba","2016A000246","Net temporary emigration","Persons","249","units","0","v29768556","8.11","349","","","","0"
"2013/2014","Manitoba","2016A000246","Net non-permanent residents","Persons","249","units","0","v29768557","8.12","1043","","","","0"
"2013/2014","Manitoba","2016A000246","Non-permanent residents, inflows","Persons","249","units","0","v1566834720","8.14","","..","","","0"
"2013/2014","Manitoba","2016A000246","Non-permanent residents, outflows","Persons","249","units","0","v1566834735","8.15","","..","","","0"
"2013/2014","Manitoba","2016A000246","Net interprovincial migration","Persons","249","units","0","v391140","8.5","-6851","","","","0"
"2013/2014","Manitoba","2016A000246","Residual deviation","Persons","249","units","0","v53437079","8.8","-1071","","","","0"
"2013/2014","Saskatchewan","2016A000247","Births","Persons","249","units","0","v391082","9.1","15159","","","","0"
"2013/2014","Saskatchewan","2016A000247","Deaths","Persons","249","units","0","v391097","9.2","9434","","","","0"
"2013/2014","Saskatchewan","2016A000247","Immigrants","Persons","249","units","0","v391112","9.3","12317","","","","0"
"2013/2014","Saskatchewan","2016A000247","Net emigration","Persons","249","units","0","v1566834751","9.13","790","","","","0"
"2013/2014","Saskatchewan","2016A000247","Emigrants","Persons","249","units","0","v29768558","9.9","955","","","","0"
"2013/2014","Saskatchewan","2016A000247","Returning emigrants","Persons","249","units","0","v29768559","9.10","651","","","","0"
"2013/2014","Saskatchewan","2016A000247","Net temporary emigration","Persons","249","units","0","v29768560","9.11","486","","","","0"
"2013/2014","Saskatchewan","2016A000247","Net non-permanent residents","Persons","249","units","0","v29768561","9.12","203","","","","0"
"2013/2014","Saskatchewan","2016A000247","Non-permanent residents, inflows","Persons","249","units","0","v1566834721","9.14","","..","","","0"
"2013/2014","Saskatchewan","2016A000247","Non-permanent residents, outflows","Persons","249","units","0","v1566834736","9.15","","..","","","0"
"2013/2014","Saskatchewan","2016A000247","Net interprovincial migration","Persons","249","units","0","v391141","9.5","-1839","","","","0"
"2013/2014","Saskatchewan","2016A000247","Residual deviation","Persons","249","units","0","v53437080","9.8","-2495","","","","0"
"2013/2014","Alberta","2016A000248","Births","Persons","249","units","0","v391083","10.1","54792","","","","0"
"2013/2014","Alberta","2016A000248","Deaths","Persons","249","units","0","v391098","10.2","22750","","","","0"
"2013/2014","Alberta","2016A000248","Immigrants","Persons","249","units","0","v391113","10.3","41058","","","","0"
"2013/2014","Alberta","2016A000248","Net emigration","Persons","249","units","0","v1566834752","10.13","4549","","","","0"
"2013/2014","Alberta","2016A000248","Emigrants","Persons","249","units","0","v29768562","10.9","7592","","","","0"
"2013/2014","Alberta","2016A000248","Returning emigrants","Persons","249","units","0","v29768563","10.10","5260","","","","0"
"2013/2014","Alberta","2016A000248","Net temporary emigration","Persons","249","units","0","v29768564","10.11","2217","","","","0"
"2013/2014","Alberta","2016A000248","Net non-permanent residents","Persons","249","units","0","v29768565","10.12","7575","","","","0"
"2013/2014","Alberta","2016A000248","Non-permanent residents, inflows","Persons","249","units","0","v1566834722","10.14","","..","","","0"
"2013/2014","Alberta","2016A000248","Non-permanent residents, outflows","Persons","249","units","0","v1566834737","10.15","","..","","","0"
"2013/2014","Alberta","2016A000248","Net interprovincial migration","Persons","249","units","0","v391142","10.5","35382","","","","0"
"2013/2014","Alberta","2016A000248","Residual deviation","Persons","249","units","0","v53437081","10.8","-8769","","","","0"
"2013/2014","British Columbia","2016A000259","Births","Persons","249","units","0","v391071","11.1","43864","","","","0"
"2013/2014","British Columbia","2016A000259","Deaths","Persons","249","units","0","v391086","11.2","33158","","","","0"
"2013/2014","British Columbia","2016A000259","Immigrants","Persons","249","units","0","v391101","11.3","37478","","","","0"
"2013/2014","British Columbia","2016A000259","Net emigration","Persons","249","units","0","v1566834753","11.13","12331","","","","0"
"2013/2014","British Columbia","2016A000259","Emigrants","Persons","249","units","0","v29768566","11.9","12978","","","","0"
"2013/2014","British Columbia","2016A000259","Returning emigrants","Persons","249","units","0","v29768567","11.10","5884","","","","0"
"2013/2014","British Columbia","2016A000259","Net temporary emigration","Persons","249","units","0","v29768568","11.11","5237","","","","0"
"2013/2014","British Columbia","2016A000259","Net non-permanent residents","Persons","249","units","0","v29768569","11.12","11603","","","","0"
"2013/2014","British Columbia","2016A000259","Non-permanent residents, inflows","Persons","249","units","0","v1566834723","11.14","","..","","","0"
"2013/2014","British Columbia","2016A000259","Non-permanent residents, outflows","Persons","249","units","0","v1566834738","11.15","","..","","","0"
"2013/2014","British Columbia","2016A000259","Net interprovincial migration","Persons","249","units","0","v391130","11.5","9475","","","","0"
"2013/2014","British Columbia","2016A000259","Residual deviation","Persons","249","units","0","v53437082","11.8","20817","","","","0"
"2013/2014","Yukon","2016A000260","Births","Persons","249","units","0","v391072","12.1","421","","","","0"
"2013/2014","Yukon","2016A000260","Deaths","Persons","249","units","0","v391087","12.2","200","","","","0"
"2013/2014","Yukon","2016A000260","Immigrants","Persons","249","units","0","v391102","12.3","360","","","","0"
"2013/2014","Yukon","2016A000260","Net emigration","Persons","249","units","0","v1566834754","12.13","31","","","","0"
"2013/2014","Yukon","2016A000260","Emigrants","Persons","249","units","0","v29768570","12.9","22","","","","0"
"2013/2014","Yukon","2016A000260","Returning emigrants","Persons","249","units","0","v29768571","12.10","20","","","","0"
"2013/2014","Yukon","2016A000260","Net temporary emigration","Persons","249","units","0","v29768572","12.11","29","","","","0"
"2013/2014","Yukon","2016A000260","Net non-permanent residents","Persons","249","units","0","v29768573","12.12","-48","","","","0"
"2013/2014","Yukon","2016A000260","Non-permanent residents, inflows","Persons","249","units","0","v1566834724","12.14","","..","","","0"
"2013/2014","Yukon","2016A000260","Non-permanent residents, outflows","Persons","249","units","0","v1566834739","12.15","","..","","","0"
"2013/2014","Yukon","2016A000260","Net interprovincial migration","Persons","249","units","0","v391131","12.5","51","","","","0"
"2013/2014","Yukon","2016A000260","Residual deviation","Persons","249","units","0","v53437083","12.8","78","","","","0"
"2013/2014","Northwest Territories","2016A000261","Births","Persons","249","units","0","v391074","14.1","656","","","","0"
"2013/2014","Northwest Territories","2016A000261","Deaths","Persons","249","units","0","v391089","14.2","211","","","","0"
"2013/2014","Northwest Territories","2016A000261","Immigrants","Persons","249","units","0","v391104","14.3","163","","","","0"
"2013/2014","Northwest Territories","2016A000261","Net emigration","Persons","249","units","0","v1566834756","14.13","34","","","","0"
"2013/2014","Northwest Territories","2016A000261","Emigrants","Persons","249","units","0","v29768578","14.9","12","","","","0"
"2013/2014","Northwest Territories","2016A000261","Returning emigrants","Persons","249","units","0","v29768579","14.10","10","","","","0"
"2013/2014","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","32","","","","0"
"2013/2014","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-19","","","","0"
"2013/2014","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-488","","","","0"
"2013/2014","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","10","","","","0"
"2013/2014","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","918","","","","0"
"2013/2014","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","173","","","","0"
"2013/2014","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","24","","","","0"
"2013/2014","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","33","","","","0"
"2013/2014","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","6","","","","0"
"2013/2014","Nunavut","2016A000262","Returning emigrants","Persons","249","units","0","v29768583","15.10","0","","","","0"
"2013/2014","Nunavut","2016A000262","Net temporary emigration","Persons","249","units","0","v29768584","15.11","27","","","","0"
"2013/2014","Nunavut","2016A000262","Net non-permanent residents","Persons","249","units","0","v29768585","15.12","-7","","","","0"
"2013/2014","Nunavut","2016A000262","Non-permanent residents, inflows","Persons","249","units","0","v1566834727","15.14","","..","","","0"
"2013/2014","Nunavut","2016A000262","Non-permanent residents, outflows","Persons","249","units","0","v1566834742","15.15","","..","","","0"
"2013/2014","Nunavut","2016A000262","Net interprovincial migration","Persons","249","units","0","v391134","15.5","-59","","","","0"
"2013/2014","Nunavut","2016A000262","Residual deviation","Persons","249","units","0","v53437086","15.8","-34","","","","0"
"2014/2015","Canada","2016A000011124","Births","Persons","249","units","0","v391069","1.1","383839","","","","0"
"2014/2015","Canada","2016A000011124","Deaths","Persons","249","units","0","v391084","1.2","266313","","","","0"
"2014/2015","Canada","2016A000011124","Immigrants","Persons","249","units","0","v391099","1.3","240775","","","","0"
"2014/2015","Canada","2016A000011124","Net emigration","Persons","249","units","0","v1566834743","1.13","54044","","","","0"
"2014/2015","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29768526","1.9","65837","","","","0"
"2014/2015","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","38458","","","","0"
"2014/2015","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","26665","","","","0"
"2014/2015","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-9841","","","","0"
"2014/2015","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2014/2015","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2014/2015","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2014/2015","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-23984","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Births","Persons","249","units","0","v391070","2.1","4473","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Deaths","Persons","249","units","0","v391085","2.2","5263","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Immigrants","Persons","249","units","0","v391100","2.3","847","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Net emigration","Persons","249","units","0","v1566834744","2.13","261","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Emigrants","Persons","249","units","0","v29768530","2.9","258","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Returning emigrants","Persons","249","units","0","v29768531","2.10","139","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Net temporary emigration","Persons","249","units","0","v29768532","2.11","142","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","640","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","161","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-219","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1375","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1362","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","1341","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","136","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","143","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","47","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","40","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","586","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Non-permanent residents, inflows","Persons","249","units","0","v1566834715","3.14","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Non-permanent residents, outflows","Persons","249","units","0","v1566834730","3.15","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Net interprovincial migration","Persons","249","units","0","v391135","3.5","-682","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Residual deviation","Persons","249","units","0","v53437074","3.8","-581","","","","0"
"2014/2015","Nova Scotia","2016A000212","Births","Persons","249","units","0","v391077","4.1","8525","","","","0"
